,numero_viagem_da_linha_no_dia,ordem_veiculo_na_linha_no_dia,duracao_total_realizada,nome_linha,atendimento,empresa,numero_ordem_veiculo,numero_linha,hora_prevista,hora_realizada,duracao_prevista,duracao_realizada,sentido_viagem
1167,1168,1,73.0,Village Campestre II X Trapiche  /Cambuci/Feitosa,Village II X Trapiche / Cambuci,Real Transportes Urbanos Ltda.,4198,117,2020-10-05 18:40:00,2020-10-05 18:37:00,70,73.0,ida
1168,1169,1,73.0,Village Campestre II X Trapiche  /Cambuci/Feitosa,Village II X Trapiche / Cambuci,Real Transportes Urbanos Ltda.,4198,117,2020-10-05 19:50:00,2020-10-05 19:50:00,70,,volta
1169,1170,2,137.0,Village Campestre II X Trapiche  /Cambuci/Feitosa,Village II X Trapiche / Cambuci,Real Transportes Urbanos Ltda.,4401,117,2020-10-05 20:50:00,2020-10-05 20:49:00,65,66.0,ida
1170,1171,2,137.0,Village Campestre II X Trapiche  /Cambuci/Feitosa,Village II X Trapiche / Cambuci,Real Transportes Urbanos Ltda.,4401,117,2020-10-05 21:55:00,2020-10-05 21:56:00,65,70.0,volta
1171,1172,1,,Henrique Equelman X Vergel,H.Equelman X Vergel / Alto da Alegria(Som. Cartão),Real Transportes Urbanos Ltda.,4182,214,2020-10-05 04:40:00,2020-10-05 04:34:00,52,,ida
1172,1173,1,,Henrique Equelman X Vergel,H.Equelman X Vergel / Alto da Alegria(Som. Cartão),Real Transportes Urbanos Ltda.,4182,214,2020-10-05 05:32:00,,53,,volta
1173,1174,2,124.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4411,214,2020-10-05 05:20:00,2020-10-05 05:16:00,57,60.0,ida
1174,1175,2,124.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4411,214,2020-10-05 06:17:00,2020-10-05 06:19:00,58,61.0,volta
1175,1176,3,,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4422,214,2020-10-05 06:00:00,2020-10-05 06:01:00,70,,ida
1176,1177,3,,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4422,214,2020-10-05 07:10:00,,70,,volta
1177,1178,1,,Henrique Equelman X Vergel,H.Equelman X Vergel / Alto da Alegria(Som. Cartão),Real Transportes Urbanos Ltda.,4182,214,2020-10-05 06:40:00,,70,,ida
1178,1179,1,,Henrique Equelman X Vergel,H.Equelman X Vergel / Alto da Alegria(Som. Cartão),Real Transportes Urbanos Ltda.,4055,214,2020-10-05 07:50:00,,70,,volta
1179,1180,2,151.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4411,214,2020-10-05 07:20:00,2020-10-05 07:28:00,82,78.0,ida
1180,1181,2,151.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4411,214,2020-10-05 08:42:00,2020-10-05 08:49:00,83,70.0,volta
1181,1182,3,68.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4075,214,2020-10-05 08:25:00,,82,,ida
1182,1183,3,68.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4075,214,2020-10-05 09:47:00,2020-10-05 09:18:00,83,68.0,volta
1183,1184,1,168.0,Henrique Equelman X Vergel,H.Equelman X Vergel / Alto da Alegria(Som. Cartão),Real Transportes Urbanos Ltda.,4055,214,2020-10-05 09:30:00,2020-10-05 09:30:00,80,,ida
1184,1185,1,168.0,Henrique Equelman X Vergel,H.Equelman X Vergel / Alto da Alegria(Som. Cartão),Real Transportes Urbanos Ltda.,4055,214,2020-10-05 10:50:00,,80,,volta
1185,1186,2,149.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4075,214,2020-10-05 10:35:00,2020-10-05 10:58:00,80,72.0,ida
1186,1187,2,149.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4075,214,2020-10-05 11:55:00,2020-10-05 12:12:00,80,75.0,volta
1187,1188,3,,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4411,214,2020-10-05 11:40:00,,72,,ida
1188,1189,3,,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4411,214,2020-10-05 12:52:00,,73,,volta
1189,1190,1,120.0,Henrique Equelman X Vergel,H.Equelman X Vergel / Alto da Alegria(Som. Cartão),Real Transportes Urbanos Ltda.,4055,214,2020-10-05 12:30:00,2020-10-05 12:32:00,72,54.0,ida
1190,1191,1,120.0,Henrique Equelman X Vergel,H.Equelman X Vergel / Alto da Alegria(Som. Cartão),Real Transportes Urbanos Ltda.,4055,214,2020-10-05 13:42:00,2020-10-05 13:30:00,73,62.0,volta
1191,1192,2,129.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4056,214,2020-10-05 13:20:00,2020-10-05 13:18:00,72,61.0,ida
1192,1193,2,129.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4056,214,2020-10-05 14:32:00,2020-10-05 14:21:00,73,66.0,volta
1193,1194,3,131.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4075,214,2020-10-05 14:10:00,2020-10-05 14:10:00,82,60.0,ida
1194,1195,3,131.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4075,214,2020-10-05 15:32:00,2020-10-05 15:11:00,83,70.0,volta
1195,1196,1,137.0,Henrique Equelman X Vergel,H.Equelman X Vergel / Alto da Alegria(Som. Cartão),Real Transportes Urbanos Ltda.,4055,214,2020-10-05 15:00:00,2020-10-05 15:05:00,82,55.0,ida
1196,1197,1,137.0,Henrique Equelman X Vergel,H.Equelman X Vergel / Alto da Alegria(Som. Cartão),Real Transportes Urbanos Ltda.,4055,214,2020-10-05 16:22:00,2020-10-05 16:03:00,83,79.0,volta
1197,1198,2,171.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4056,214,2020-10-05 15:50:00,2020-10-05 15:48:00,82,65.0,ida
1198,1199,2,171.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4056,214,2020-10-05 17:12:00,2020-10-05 16:55:00,83,104.0,volta
1199,1200,3,139.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4075,214,2020-10-05 17:05:00,2020-10-05 17:01:00,80,64.0,ida
1200,1201,3,139.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4075,214,2020-10-05 18:25:00,2020-10-05 18:06:00,80,74.0,volta
1201,1202,1,114.0,Henrique Equelman X Vergel,H.Equelman X Vergel / Alto da Alegria(Som. Cartão),Real Transportes Urbanos Ltda.,4055,214,2020-10-05 18:20:00,2020-10-05 18:22:00,72,54.0,ida
1202,1203,1,114.0,Henrique Equelman X Vergel,H.Equelman X Vergel / Alto da Alegria(Som. Cartão),Real Transportes Urbanos Ltda.,4055,214,2020-10-05 19:32:00,2020-10-05 19:18:00,73,58.0,volta
1203,1204,2,104.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4056,214,2020-10-05 19:10:00,2020-10-05 19:09:00,52,49.0,ida
1204,1205,2,104.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4056,214,2020-10-05 20:02:00,2020-10-05 20:00:00,53,53.0,volta
1205,1206,3,82.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4403,214,2020-10-05 20:00:00,2020-10-05 20:34:00,52,38.0,ida
1206,1207,3,82.0,Henrique Equelman X Vergel,Henrique Equelman X Vergel / Alto da Alegria,Real Transportes Urbanos Ltda.,4403,214,2020-10-05 20:52:00,2020-10-05 21:13:00,53,43.0,volta
1207,1208,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 04:30:00,2020-10-05 04:26:00,15,9.0,ida
1208,1209,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 04:45:00,2020-10-05 04:37:00,15,9.0,volta
1209,1210,1,21.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 05:15:00,2020-10-05 05:12:00,15,8.0,ida
1210,1211,1,21.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 05:30:00,2020-10-05 05:23:00,15,10.0,volta
1211,1212,1,26.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 06:00:00,2020-10-05 05:55:00,15,10.0,ida
1212,1213,1,26.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 06:15:00,2020-10-05 06:09:00,15,12.0,volta
1213,1214,1,22.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 06:45:00,2020-10-05 06:43:00,15,9.0,ida
1214,1215,1,22.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 07:00:00,2020-10-05 06:55:00,15,10.0,volta
1215,1216,1,19.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 07:30:00,2020-10-05 07:35:00,15,9.0,ida
1216,1217,1,19.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 07:45:00,2020-10-05 07:46:00,15,8.0,volta
1217,1218,1,22.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 08:15:00,2020-10-05 08:16:00,15,10.0,ida
1218,1219,1,22.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 08:30:00,2020-10-05 08:29:00,15,9.0,volta
1219,1220,1,21.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 09:00:00,2020-10-05 09:00:00,15,9.0,ida
1220,1221,1,21.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 09:15:00,2020-10-05 09:11:00,15,10.0,volta
1221,1222,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 10:00:00,2020-10-05 09:58:00,15,8.0,ida
1222,1223,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 10:15:00,2020-10-05 10:09:00,15,9.0,volta
1223,1224,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 10:45:00,2020-10-05 10:45:00,15,8.0,ida
1224,1225,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 11:00:00,2020-10-05 10:56:00,15,9.0,volta
1225,1226,1,19.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 11:30:00,2020-10-05 11:29:00,15,9.0,ida
1226,1227,1,19.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 11:45:00,2020-10-05 11:40:00,15,8.0,volta
1227,1228,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 12:15:00,2020-10-05 12:16:00,15,9.0,ida
1228,1229,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 12:30:00,2020-10-05 12:28:00,15,8.0,volta
1229,1230,1,19.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 13:00:00,2020-10-05 12:59:00,15,8.0,ida
1230,1231,1,19.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 13:15:00,2020-10-05 13:10:00,15,8.0,volta
1231,1232,1,18.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 13:45:00,2020-10-05 13:44:00,15,7.0,ida
1232,1233,1,18.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 14:00:00,2020-10-05 13:54:00,15,8.0,volta
1233,1234,1,18.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 14:30:00,2020-10-05 14:30:00,15,8.0,ida
1234,1235,1,18.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 14:45:00,2020-10-05 14:41:00,15,7.0,volta
1235,1236,1,17.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 15:15:00,2020-10-05 15:16:00,15,8.0,ida
1236,1237,1,17.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 15:30:00,2020-10-05 15:24:00,15,9.0,volta
1237,1238,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 16:00:00,2020-10-05 16:01:00,15,10.0,ida
1238,1239,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 16:15:00,2020-10-05 16:13:00,15,8.0,volta
1239,1240,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 16:45:00,2020-10-05 16:45:00,15,9.0,ida
1240,1241,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 17:00:00,2020-10-05 16:57:00,15,8.0,volta
1241,1242,1,23.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 17:30:00,2020-10-05 17:30:00,15,10.0,ida
1242,1243,1,23.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 17:45:00,2020-10-05 17:43:00,15,10.0,volta
1243,1244,1,23.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 18:15:00,2020-10-05 18:18:00,15,12.0,ida
1244,1245,1,23.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 18:30:00,2020-10-05 18:32:00,15,9.0,volta
1245,1246,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 19:00:00,2020-10-05 19:00:00,15,10.0,ida
1246,1247,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 19:15:00,2020-10-05 19:13:00,15,7.0,volta
1247,1248,1,19.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 20:00:00,2020-10-05 20:01:00,15,9.0,ida
1248,1249,1,19.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 20:15:00,2020-10-05 20:13:00,15,7.0,volta
1249,1250,1,18.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 20:45:00,2020-10-05 20:46:00,15,8.0,ida
1250,1251,1,18.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 21:00:00,2020-10-05 20:57:00,15,7.0,volta
1251,1252,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 21:30:00,2020-10-05 21:30:00,15,10.0,ida
1252,1253,1,20.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 21:45:00,2020-10-05 21:42:00,15,8.0,volta
1253,1254,1,16.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 22:15:00,2020-10-05 22:14:00,15,8.0,ida
1254,1255,1,16.0,Grand Jardim / T. Eus. Gomes (Alimentadora),Grand Jardim / T. Eus. Gomes (Somente Cartão),Real Transportes Urbanos Ltda.,4022,4003,2020-10-05 22:30:00,2020-10-05 22:24:00,15,6.0,volta
1255,1256,1,9.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4031,4005,2020-10-05 04:42:00,2020-10-05 04:35:00,13,9.0,volta
1256,1257,1,22.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4031,4005,2020-10-05 04:55:00,2020-10-05 04:51:00,13,8.0,ida
1257,1258,1,22.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4031,4005,2020-10-05 05:08:00,2020-10-05 05:02:00,12,11.0,volta
1258,1259,2,9.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4081,4005,2020-10-05 04:57:00,2020-10-05 04:47:00,13,9.0,volta
1259,1260,2,19.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4081,4005,2020-10-05 05:10:00,2020-10-05 05:02:00,13,7.0,ida
1260,1261,2,19.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4081,4005,2020-10-05 05:23:00,2020-10-05 05:11:00,12,10.0,volta
1261,1262,3,9.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião (Somente Cartão),Real Transportes Urbanos Ltda.,4171,4005,2020-10-05 05:12:00,2020-10-05 05:08:00,13,9.0,volta
1262,1263,3,22.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião (Somente Cartão),Real Transportes Urbanos Ltda.,4171,4005,2020-10-05 05:25:00,2020-10-05 05:22:00,13,7.0,ida
1263,1264,3,22.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião (Somente Cartão),Real Transportes Urbanos Ltda.,4171,4005,2020-10-05 05:38:00,2020-10-05 05:33:00,12,11.0,volta
1264,1265,1,23.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4031,4005,2020-10-05 05:35:00,2020-10-05 05:31:00,13,8.0,ida
1265,1266,1,23.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4031,4005,2020-10-05 05:48:00,2020-10-05 05:42:00,12,12.0,volta
1266,1267,2,22.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4081,4005,2020-10-05 05:45:00,2020-10-05 05:43:00,13,7.0,ida
1267,1268,2,22.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4081,4005,2020-10-05 05:58:00,2020-10-05 05:54:00,12,11.0,volta
1268,1269,3,21.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião (Somente Cartão),Real Transportes Urbanos Ltda.,4171,4005,2020-10-05 05:55:00,2020-10-05 05:52:00,13,7.0,ida
1269,1270,3,21.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião (Somente Cartão),Real Transportes Urbanos Ltda.,4171,4005,2020-10-05 06:08:00,2020-10-05 06:03:00,12,10.0,volta
1270,1271,1,22.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4031,4005,2020-10-05 06:05:00,2020-10-05 06:01:00,13,8.0,ida
1271,1272,1,22.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4031,4005,2020-10-05 06:18:00,2020-10-05 06:12:00,12,11.0,volta
1272,1273,2,24.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4081,4005,2020-10-05 06:15:00,2020-10-05 06:11:00,13,9.0,ida
1273,1274,2,24.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4081,4005,2020-10-05 06:28:00,2020-10-05 06:22:00,12,13.0,volta
1274,1275,3,22.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião (Somente Cartão),Real Transportes Urbanos Ltda.,4171,4005,2020-10-05 06:25:00,2020-10-05 06:22:00,13,8.0,ida
1275,1276,3,22.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião (Somente Cartão),Real Transportes Urbanos Ltda.,4171,4005,2020-10-05 06:38:00,2020-10-05 06:32:00,12,12.0,volta
1276,1277,1,22.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4031,4005,2020-10-05 06:35:00,2020-10-05 06:31:00,13,8.0,ida
1277,1278,1,22.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4031,4005,2020-10-05 06:48:00,2020-10-05 06:41:00,12,12.0,volta
1278,1279,2,23.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4081,4005,2020-10-05 06:45:00,2020-10-05 06:40:00,13,8.0,ida
1279,1280,2,23.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4081,4005,2020-10-05 06:58:00,2020-10-05 06:53:00,12,10.0,volta
1280,1281,3,21.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião (Somente Cartão),Real Transportes Urbanos Ltda.,4171,4005,2020-10-05 06:55:00,2020-10-05 06:53:00,13,7.0,ida
1281,1282,3,21.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião (Somente Cartão),Real Transportes Urbanos Ltda.,4171,4005,2020-10-05 07:08:00,2020-10-05 07:03:00,12,11.0,volta
1282,1283,1,20.0,T.I Benedito Bentes X Frei Damião,T.I B. Bentes X F. Damião,Real Transportes Urbanos Ltda.,4031,4005,2020-10-05 07:05:00,2020-10-05 07:01:00,13,9.0,ida
